X,Y,Name,Dealership,Address,Latitude,Longitude,Provider,Power
100.917311,12.793565,MG เบส ออโต้ เซลส์ (สาขาพัทยา),Dealership,365 หมู่ที่ 3 ตำบลนาจอมเทียน อำเภอสัตหีบ จังหวัดชลบุรี 20250,12.793565,100.917311,MG,
100.679524,13.822531,MG เซควอญ่า,Dealership,599 ถนนรามอินทรา แขวงคันนายาว เขตคันนายาว กรุงเทพฯ 10230,13.822531,100.679524,MG,
99.0108762,18.8522475,MG เบส ออโต้ เซลส์ (สาขาแม่โจ้),Dealership,555 หมู่ที่ 6 ตำบลหนองจ๊อม อำเภอสันทราย จังหวัดเชียงใหม่ 50210,18.8522475,99.0108762,MG,
100.98573,13.331858,MG เบส ออโต้เซลส์ สาขาชลบุรี,Dealership,191 หมู่ที่ 3 ถนนบายพาส ตำบลบ้านสวน อำเภอเมือง จังหวัดชลบุรี 20000,13.331858,100.98573,MG,
99.559613,13.994875,MG พรีเมียร์ ออโต้ โมบิล (สาขากาญจนบุรี),Dealership,65/7 ถนนแสงชูโต ตำบลท่าล้อ อำเภอท่าม่วง จังหวัดกาญจนบุรี 71110,13.994875,99.559613,MG,
99.64062,8.17266,MG ลักซูรี่ ทุ่งสง,Dealership,อำเภอทุ่งสง จังหวัดนครศรีธรรมราช,8.17266,99.64062,MG,
102.12567,15.010854,MG อนันตภัณฑ์ ออโต้เซลส์,Dealership,409 หมู่ที่ 3 ตำบลบ้านเกาะ อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 30000,15.010854,102.12567,MG,
102.1912126,14.7440258,MG อนันตภัณฑ์ ออโตเซลส์ (สาขาโชคชัย),Dealership,298/1 หมู่ที่2 ถนนโชคชัย-เดชอุดม ตำบลโชคชัย อำเภอโชคชัย จังหวัดนครราชสีมา 30190,14.7440258,102.1912126,MG,
100.090624,15.707234,MG วีจีคาร์ นครสวรรค์,Dealership,1351/2 หมู่ 10 ถนนนครสวรรค์-พิษณุโลก ตำบลนครสวรรค์ตก อำเภอเมือง จังหวัด นครสวรรค์ 60000,15.707234,100.090624,MG,
100.13326,15.64005,MG ส.อรุณ นครสวรรค์,Dealership,67/3 หมู่ที่ 7 ถนนพหลโยธิน ตำบลกลางแดด อำเภอเมืองนครสวรรค์ จังหวัดนครสวรรค์ 60000,15.64005,100.13326,MG,
98.30575,8.285028,MG ลักซูรี่ พังงา,Dealership,4/3 หมู่10 ตำบลโคกกลอย อำเภอตะกั่วทุ่ง จังหวัดพังงา 82130,8.285028,98.30575,MG,
100.036108,7.646118,MG พัทลุง,Dealership,60 หมู่ที่ 7 ตำบลแพรกหา อำเภอควนขนุน จังหวัดพัทลุง 93110,7.646118,100.036108,MG,
101.1092227,16.36698208,MG ห้างหุ้นส่วน มิตรศิลป์ ออโต้,Dealership,129 หมู่2 ตำบลบ้านโตก อำเภอเมือง จังหวัดเพชรบูรณ์ 67000,16.36698208,101.1092227,MG,
