X,Y,Name,description,Power,Address,Latitude,Longitude,Provider
100.510499,13.727306,แมกโนเลียส์ วอเตอร์ฟรอนซ์ เรสซิเดนซ์,"Type2: 22 kW
CCS2: 40 kW
Parking",40 kW,"คลองต้นไทร, คลองสาน, กรุงเทพมหานคร",13.727306,100.510499,EA
100.510086,13.726441,ICONSIAM (B1 Zone Gold),"Type1: 11 kW
Type2: 5x 11 kW
CCS2: 40 kW
Parking  B1",40 kW,"คลองต้นไทร, คลองสาน, กรุงเทพมหานคร",13.726441,100.510086,EA
100.530224,13.720536,เอ็มไพร์ทาวเวอร์ (อาคารจอดรถชั้น B1),"Type2: 22 kW
CCS2: 40 kW
Parking",40 kW,"ยานนาวา, สาทร, กรุงเทพมหานคร",13.720536,100.530224,EA
100.529551,13.852591,กรมอนามัย (กระทรวงสาธารณสุข),"CCS2: 2x 40 kW
Parking",40 kW,"ตลาดขวัญ, เมืองนนทบุรี, นนทบุรี",13.852591,100.529551,EA
100.622926,13.5393,เมืองโบราณ บางปู ST.1,"Type1: 11 kW
Type2: 2x 11 kW
CCS2: 2x 40 kW
parking",40 kW,"บางปู, เมืองสมุทรปราการ, สมุทรปราการ",13.5393,100.622926,EA
100.89026,12.919872,7-11 ธาราพัทยา,"Type2: CLOSED
CCS2: 2x 40 kW
parking",40 kW,"หนองปรือ, บางละมุง, ชลบุรี",12.919872,100.89026,EA
100.976415,12.695681,พลูตาหลวง-อู่ตะเภา,"Type2: CLOSED
CCS2: 2x 40 kW
Parking",40 kW,"พลูตาหลวง, สัตหีบ, ชลบุรี",12.695681,100.976415,EA
102.104563,12.620122,MG Chanthaburi,"Type2: CLOSED
CCS2: 2x 40 kW
Parking",40 kW,"ท่าช้าง, เมืองจันทบุรี, จันทบุรี",12.620122,102.104563,EA
100.739505,18.625593,ถ่านเมืองน่าน (จ.น่าน),"Type2: 22 kW
CCS2: 2x 40 kW
Parking",40 kW,"น้ำปั้ว, เวียงสา, น่าน",18.625593,100.739505,EA
99.06931,18.778977,คาลเท็กซ์ เอ็ม เอ็นเนอร์จี้,"Type2: CLOSED
CCS2: 2x 40 kW
Parking",40 kW,"สันกลาง, สันกำแพง, เชียงใหม่",18.778977,99.06931,EA
100.557874,13.721135,เดอะ พาร์ค (สเตชั่น 1),"Type2: 3x 22 kW
CCS2: 3x 38 kW
Parking",38 kW,"คลองเตย, คลองเตย, กรุงเทพมหานคร",13.721135,100.557874,EA
100.658184,13.599422,ซี พี เอ็น ออยล์,"CCS2: 38 kW
Parking",38 kW,"แพรกษาใหม่, เมืองสมุทรปราการ, สมุทรปราการ",13.599422,100.658184,EA
99.962177,12.547687,บลูพอร์ต หัวหิน ซั้นG,"Type2: 2x 22 kW
CCS2: 38 kW
Parknig",38 kW,"หนองแก, หัวหิน, ประจวบคีรีขันธ์",12.547687,99.962177,EA
100.530401,13.73299,อาคารจอดรถ จามจุรีสแควร์ ชั้น 7,"Type1: 22 kW, CLOSED
Type2: 2x 22 kW
CCS2: 35 kW
Parking",35 kW,"ปทุมวัน, ปทุมวัน, กรุงเทพมหานคร",13.73299,100.530401,EA
100.538481,13.72482,โครนอส ทาวเวอร์ ชั้น 2 สเตชั่น 2-1,"Type2: 5x 11 kW
CCS2: 35 kW
Parking",35 kW,"สีลม, บางรัก, กรุงเทพมหานคร",13.72482,100.538481,EA
100.481446,13.872538,ตลาดต้นสัก,"Type2: CLOSED
CCS2: 30 kW, CLOSED
Parking",30 kW,"บางกระสอ, เมืองนนทบุรี, นนทบุรี",13.872538,100.481446,EA
100.644197,13.858407,เพลินนารี่ มอลล์ วัชรพล,"Type2: 2x 22 kW
CCS2: 20 kW
Parking",22 kW,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.858407,100.644197,EA
100.391617,13.781313,E-BUS ตลิ่งชัน (สเตชั่น2),"CCS2: 7x 
Parking",0 kW,"ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร",13.781313,100.391617,EA
99.770365,17.009002,โกลบอลเฮ้าส์ สุโขทัย,"Type2: CLOSED
CCS2: CLOSED
Parking",0 kW,"บ้านกล้วย, เมืองสุโขทัย, สุโขทัย",17.009002,99.770365,EA
