X,Y,Name,description,Name_EN,Power,Code,Address,Latitude,Longitude,Provider
100.153145,18.11714835,ปตท บจ.พลกฤตเซอร์วิสเอ็นเนอร์ยี่,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Polakred Service Energy,120 kW,GWC-OR-0102,187 ม.8 ต.นาจักร อ.เมืองแพร่ แพร่ 54000,18.11714835,100.153145,PTT
99.0569777,18.8336995,ปตท หจก.เชียงใหม่สหชัยวัฒนา,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Chiang Mai Sahachai Wattana,120 kW,GWC-OR-1039,157 ม.5 ต.สันนาเม็ง อ.สันทราย เชียงใหม่ 50210,18.8336995,99.0569777,PTT
99.85310755,12.1025724,ปตท บจ.ส.สมบูรณ์ทรัพย์ปิโตรเลียม,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Sor Somboonsub Petroleum,120 kW,GWC-OR-0088,129 ม.10 ถ.เพชรเกษม ต.สามกระทาย อ.กุยบุรี ประจวบคีรีขันธ์ 77150,12.1025724,99.85310755,PTT
99.925759,8.337851,ปตท หจก.วาสนาปิโตรเลียม,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Wasana Petroleum,120 kW,GWC-OR-0226,116 หมู่ 2 ตำบลนาพรุ อำเภอพระพรหม นครศรีธรรมราช 80320,8.337851,99.925759,PTT
100.63063,13.878698,ปตท เทพรักษ์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Thep Rak,120 kW,GWC-OR-0060,202/1 ถ.เทพรักษ์ แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,13.878698,100.63063,PTT
99.13500502,16.86122801,ปตท ตาก (ตากเคทีแอนด์ชันส์),"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Tak (Tak KT & Song),120 kW,GWC-OR-0097,5 ถ.พหลโยธิน ต.เชียงเงิน อ.เมืองตาก ตาก 63000,16.86122801,99.13500502,PTT
99.84102491,19.90330518,ปตท บจ.เคยูออยล์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT KU Oil,120 kW,GWC-OR-0101,347 ม.12 ต.รอบเวียง อ.เมืองเชียงราย เชียงราย 57000,19.90330518,99.84102491,PTT
102.026311,15.772167,ปตท ทล.201 กม.118 ขาเข้า,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT RM HW. 201 km. 118 inbound,120 kW,GWC-OR-0212,ตำบลหนองนาแซง อำเภอเมืองชัยภูมิ ชัยภูมิ 36000,15.772167,102.026311,PTT
99.23364752,17.61982737,ปตท บจ.ธ.1994 ปิโตรเลียม (ขาขึ้น),"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Tor 1994 Petroleum,120 kW,GWC-OR-0087,163/2 ม.12 ถ.พหลโยธิน ต.ล้อมแรด อ.เถิน ลำปาง 52160,17.61982737,99.23364752,PTT
102.7089972,16.02262265,ปตท บ้านไผ่,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Ban Phai,120 kW,GWC-OR-0074,306 ม.2 ต.หัวหนอง อ.บ้านไผ่ ขอนแก่น 40110,16.02262265,102.7089972,PTT
99.9218880972368,13.0198457247962,ปตท แอล.พี.จี. บจก.เพชรยิ่งเจริญ,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)","LPG Auto Station Petch Ying Charoen Co., Ltd",120 kW,GWC-OR-0160,127 หมู่ 4 ตำบลถ้ำรงค์ อำเภอบ้านลาด เพชรบุรี 76150,13.0198457247962,99.9218880972368,PTT
104.855418749886,15.1624237565452,ปตท บจ.ปิโตรเลียมน้ำมัน (อุบล),"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)","PTT Petroleum Oil Co., Ltd (Ubon)",120 kW,GWC-OR-0215,284/1 หมู่ 8 ตำบลแสนสุข อำเภอวารินชำราบ อุบลราชธานี 341900,15.1624237565452,104.855418749886,PTT
99.13082355,10.4223285,ปตท หจก.เค.ที.ทุ่งคาปิโตรเลียม,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT K.T.Thungka Petroleum,120 kW,GWC-OR-0111,68 ม.6 ถ.สายเอเชีย ต.ทุ่งคา อ.เมืองชุมพร ชุมพร 86100,10.4223285,99.13082355,PTT
99.05186935,18.66963249,ปตท สารภี,"Delta AC Mini Plus: Type 2
ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Saraphi,120 kW,GWC-OR-0134,75 ม.7 ถ.สายเชียงใหม่ลำปาง ต.สารภี อ.สารภี เชียงใหม่ 50140,18.66963249,99.05186935,PTT
101.7255474,17.46638909,ปตท บจ.เจ เค (2011),"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT JK (2011),120 kW,GWC-OR-1016,999 ม.11 ต.นาอาน เมืองเลย จ.เลย 42000,17.46638909,101.7255474,PTT
99.9630397370143,8.47716184747306,ปตท บจ.ยุทธกิจ ปิโตรเลียม,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)","PTT Yuttakit Petroleum Co., Ltd",120 kW,GWC-OR-0141,551 ม.5 ต.ปากพูน อ.เมืองนครศรีธรรมราช นครศรีธรรมราช 80000,8.47716184747306,99.9630397370143,PTT
100.44341,13.9287131,ปตท แอลพีจี บจก.เลิศราชพฤกษ์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)","PTT LPG Station Lertratchapruek Co., Ltd",120 kW,GWC-OR-0137,75/5 หมู่ที่ 2 ต.บางพลับ อ.ปากเกร็ด จ.นนทบุรี,13.9287131,100.44341,PTT
103.789001732071,14.9389620546553,ปตท บจ.สินชัยกาญจน์ปิโตรเลียม์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)","PTT Sinchaikan Petroleum Co., Ltd",120 kW,GWC-OR-0145,276/1 ม.10 ต.ระแงง อ.ศีขรภูมิ สุรินทร์ 32110,14.9389620546553,103.789001732071,PTT
100.1253738,15.57763462,ปตท บจ.เกียรติสมพงษ์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Kiat Sompong,120 kW,GWC-OR-0078,17/3 ม.7 ถ.พหลโยธิน ต.ยางตาล อ.โกรกพระ นครสวรรค์ 60170,15.57763462,100.1253738,PTT
100.633112,14.321293,ปตท นิคมโรจนะ,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Rojana Industrial,120 kW,GWC-OR-0063,ทางหลวงแผ่นดินหมายเลข 309 ต.คานหาม อ.อุทัย จ.พระนครศรีอยุธยา 13210,14.321293,100.633112,PTT
100.643254,13.8208297,ปตท นวลจันทร์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT NuanChan,120 kW,GWC-OR-0121,195 ม.10 ถ.นวลจันทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230,13.8208297,100.643254,PTT
100.547144,13.874281,ปตท ประชาชื่น 2,"Delta AC Mini Plus: Type 2
ChargeCore NKR-ADC: 2x CCS2, Type 2 (1000V 200A)",PTT Prachachuen 2,120 kW,GWC-OR-0105,7/4 ถ.ประชาชื่นนนทบุรี ต.ท่าทราย อ.เมืองนนทบุรี นนทบุรี 11000,13.874281,100.547144,PTT
101.3756338,14.51349669,รีคอล อีส้าน อีสาน คอนเซ็ปท์ แอท เขาใหญ่,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",Recall Isaan Isan Concept at Khaoyai,120 kW,GWC-OR-0127,54 หมู่ 17 ต.หมูสี อ.ปากช่อง จ.นครราชสีมา 30450,14.51349669,101.3756338,PTT
98.51931475,8.431313108,ปตท หจก.กัลปพฤกษ์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Galaphaphruer,120 kW,GWC-OR-0103,56 ม.3 ถ.พังงาทับปุด ต.ถ้ำน้ำผุด อ.เมืองพังงา พังงา 82000,8.431313108,98.51931475,PTT
99.0291764,18.7695075,ปตท หจก.นอร์ธเทิร์น เชียงใหม่ออยล์,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Northern Chiang Mai Oil,120 kW,GWC-OR-1038,202 ม.4 ต.ท่าศาลา อ.เมืองเชียงใหม่ เชียงใหม่ 50000,18.7695075,99.0291764,PTT
100.733949,13.819436,ปตท มีนบุรี,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Minburi,120 kW,GWC-OR-0059,75/5 ถ.สุวินทวงศ์ แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510,13.819436,100.733949,PTT
99.033503,18.562654,ปตท ลำพูน-ดอยติ,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Lumpoon-Doiti,120 kW,GWC-OR-0086,352 ม.2 ต.เวียงยอง อ.เมืองลำพูน ลำพูน 51000,18.562654,99.033503,PTT
99.8816567,9.003393696,ปตท สิชล,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Siohon,120 kW,GWC-OR-0066,40 ม.9 ต.สิชล อ.สิชล นครศรีธรรมราช 80120,9.003393696,99.8816567,PTT
100.645326,14.195169,โออาร์-สเปซ ถ.พหลโยธิน กม.56.5,"IOCharger IOCAW05C 7kW: Type 2
IOCharger IOCAP06C 22kW: 2x Type 2
ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",OR Space Phaholyothin Km.56.5,120 kW,GWC-OR-0091,55/5 หมู่ 2 ถนนพหลโยธิน ตำบลลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170,14.195169,100.645326,PTT
102.025078955575,15.7774514890203,ปตท หจก.ศรีสมวงศ์เซอร์วิส ชัยภูมิ,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Srisomwong Service Chaiyaphum,120 kW,GWC-OR-0213,234 หมู่ 8 ถนนชัยภูมิ-สีคิ้ว ตำบลหนองนาแซง อำเภอเมืองชัยภูมิ ชัยภูมิ 36000,15.7774514890203,102.025078955575,PTT
104.8048702,15.27414968,ปตท หจก.อธิรุ่งโรจน์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Athirungroaj,120 kW,GWC-OR-0094,343 ม.3 ต.แจระแม อ.เมืองอุบลราชธานี อุบลราชธานี 34000,15.27414968,104.8048702,PTT
98.991554,18.764427,ปตท ร่วมมิตรปิโตรเลียม,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Ruammit Petroleum,120 kW,GWC-OR-1037,168 ม.2 ต.ป่าแดด อ.เมืองเชียงใหม่ เชียงใหม่ 50100,18.764427,98.991554,PTT
103.068761887204,14.9747430000989,ปตท บจ.เอ.บี.ปิโตรเลียม,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)","PTT AB. Petroleum Co., Ltd",120 kW,GWC-OR-0146,401 ม.10 ถ.สายบุรีรัมย์-นางรอง ต.อิสาณ อ.เมืองบุรีรัมย์ บุรีรัมย์ 31000,14.9747430000989,103.068761887204,PTT
100.499078,13.683377,ปตท ราษฎร์บูรณะ ขาออก,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)
IOCharger IOCAW05C 7kW: Type 2",PTT Rat Burana,120 kW,GWC-OR-2071,193/2 ถ.ราษฎร์บูรณะ แขวงบางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140,13.683377,100.499078,PTT
100.747544,13.6171,ปตท บางนา-ตราด กม.16,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Bangna-Trat Km. 16,120 kW,GWC-OR-0115,20/38 ม.7 ต.บางโฉลง อ.บางพลี สมุทรปราการ 10540,13.6171,100.747544,PTT
101.6314756,14.84549825,ปตท สีคิ้ว,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Sikhio,120 kW,GWC-OR-0069,226 ม.15 ถ.มิตรภาพ ต.ลาดบัวขาว อ.สีคิ้ว นครราชสีมา 30140,14.84549825,101.6314756,PTT
102.0521814,14.98612444,ปตท บจ.พงษ์กิต  7 (บายพาส),"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Pongkit Branch 7 (Bypass),120 kW,GWC-OR-0083,สาขา 7 325 ม.1 ต.ปรุใหญ่ อ.เมืองนครราชสีมา นครราชสีมา 30000,14.98612444,102.0521814,PTT
104.134792,17.172205,ปตท บจ.เอส.พี.ปิโตรเลียม (1994),"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT S.P. Petroleum (1994),120 kW,GWC-OR-1050,สาขาประตูเมือง 485 ถ.นิตโย ต.ธาตุเชิงชุม อ.เมืองสกลนคร สกลนคร 47000,17.172205,104.134792,PTT
98.967472,8.102694,ปตท สนามบินกระบี่,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Krabi International Airport,120 kW,GWC-OR-0071,327/4 ม.2 ต.กระบี่น้อย อ.เมืองกระบี่ กระบี่ 81000,8.102694,98.967472,PTT
102.061395,12.658874,ปตท บจ.สงวนสิน เอ็นเนอร์ยี่,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Sanguansin Energy,120 kW,GWC-OR-0125,61/11 ม.9 ต.เขาวัว อ.ท่าใหม่ จันทบุรี 22120,12.658874,102.061395,PTT
100.8883222,12.95325641,แกรนด์ เซนเตอร์ พอยต์ สเปซ พัทยา,"IOCharger IOCAP06C 22kW: 2x Type 2
ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",Grande Centre Point Space Pattaya,120 kW,GWC-OR-0136,888 เมืองพัทยา อำเภอบางละมุง ชลบุรี 20150,12.95325641,100.8883222,PTT
99.907981,13.118076,ปตท บจ.ไนซ์ปิโตรเลียมเพชรบุรี,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Nice Petroleum Phetchaburi,120 kW,GWC-OR-0055,159 ม.5 ต.ไร่ส้ม อ.เมืองเพชรบุรี เพชรบุรี 76000,13.118076,99.907981,PTT
102.7498291,17.8601411,ปตท เมืองหนองคาย,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Nong Khai,120 kW,GWC-OR-1011,720/1 ม.9 ต.โพธิ์ชัย อ.เมืองหนองคาย หนองคาย 43000,17.8601411,102.7498291,PTT
98.3081632,8.095376,ปตท สนามบินภูเก็ต,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Phuket International Airport,120 kW,GWC-OR-0123,113/12 ม.1 ต.สาคู อ.ถลาง ภูเก็ต 83110,8.095376,98.3081632,PTT
102.771028,17.390806,ปตท บจ.เจียง-อัศวรรณ หนองคาย,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Jiang-Asawan Nongkhai,120 kW,GWC-OR-1013,129/6 ม.5 หมู่บ้านหนองเตาเหล็ก ซ.บ้านหนองเตาเหล็ก ต.หมากแข้ง อ.เมืองอุดรธานี อุดรธานี 41000,17.390806,102.771028,PTT
104.210216201172,15.7557313787417,ปตท หจก.เกรียงศักดิ์ยโสธร ปิโตรเลียม,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Kriengsak Yasothon Petroleum,120 kW,GWC-OR-0221,248 หมู่ 1 ตำบลตาดทอง อำเภอเมืองยโสธร ยโสธร 350000,15.7557313787417,104.210216201172,PTT
104.7938881,17.37567437,ปตท หจก.พนมบริการ,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Phanom Service,120 kW,GWC-OR-1008,35 ถนนนครพนม-ธาตุพนม ตำบลในเมือง อำเภอเมืองนครพนม นครพนม 48000,17.37567437,104.7938881,PTT
99.4341165,9.1578707,ปตท บจ.เอ็น แอนด์ เอ ปิโตรเลี่ยม,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)","PTT N&A Petroleum Co., Ltd",120 kW,GWC-OR-0223,100/9 หมู่ 7 ตำบลตะเคียนทอง อำเภอกาญจนดิษฐ์ สุราษฎร์ธานี 84160,9.1578707,99.4341165,PTT
103.095685,14.963753,ปตท เมืองบุรีรัมย์,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Muang Buriram,120 kW,GWC-OR-0093,148 ม.16 ต.เสม็ด อ.เมืองบุรีรัมย์ บุรีรัมย์ 31000,14.963753,103.095685,PTT
102.830957,16.451573,ปตท เมืองขอนแก่น 2,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Muang Khon Kaen 2,120 kW,GWC-OR-0062,92/120 ม.14 ต.ในเมือง อ.เมืองขอนแก่น จ.ขอนแก่น 40000,16.451573,102.830957,PTT
98.34309215,8.005133803,ปตท ภูเก็ต,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Phuket,120 kW,GWC-OR-0068,205 ม.1 ต.ศรีสุนทร อ.ถลาง ภูเก็ต 83110,8.005133803,98.34309215,PTT
98.2545261,8.6939335,ปตท หจก.สาธิตและพิทยา,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Sathit and Pittaya,120 kW,GWC-OR-0235,42/4 หมู่ 3 ตำบลคึกคัก อำเภอตะกั่วป่า พังงา 82110 ,8.6939335,98.2545261,PTT
102.784474,14.63474718,ปตท บจ.ร่วมใจบริการ (2002),"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Ruamjai Service,120 kW,GWC-OR-0084,740 ถ.โชคชัย-เดชอุดม ต.นางรอง อ.นางรอง บุรีรัมย์ 31110,14.63474718,102.784474,PTT
99.86777,12.22538,ปตท บจ. สามร้อยยอด,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Samroiyod,120 kW,GWC-OR-0089,255/1 ม.1 ต.ไร่เก่า อ.สามร้อยยอด ประจวบคีรีขันธ์ 77180,12.22538,99.86777,PTT
103.281306197275,16.2606361309174,ปตท แอล.พี.จี. บจก.สารคามออโต้แก๊ส,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)","PTT LPG Station Sarakham Auto Gas Co., Ltd",120 kW,GWC-OR-0158,61 หมู่ 9 ถนนสารคาม-กาฬสินธุ์ ตำบลท่าขอนยาง อำเภอกันทรวิชัย มหาสารคาม 44150,16.2606361309174,103.281306197275,PTT
101.317292814616,14.6549977165365,ปตท ปากช่อง,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Pak Chong,120 kW,GWC-OR-0206,496 หมู่ 5 ตำบลกลางดง อำเภอปากช่อง นครราชสีมา 30320,14.6549977165365,101.317292814616,PTT
100.610347,14.228472,ปตท บางปะอิน,"ChargeCore NKR-ADC: CCS2, CHAdeMO, Type 2 (1000V 200A)",PTT Bang Pa-In,120 kW,GWC-OR-0124,195 ม.3 ถ.สายเอเซีย ต.บ้านเลน อ.บางปะอิน พระนครศรีอยุธยา 13160,14.228472,100.610347,PTT
100.4072228,13.7738521,ปตท วงแหวนกาญจนาภิเษก-ตลิ่งชัน,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Wongwankarnjanaphisek-Talingchan,120 kW,GWC-OR-1072,58/5 ม.19 ถ.กาญจนาภิเษก แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,13.7738521,100.4072228,PTT
104.7814192,17.39619775,ปตท หจก.นพผดุงบริการ(1),"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",PTT Nopbhadung Service (1),120 kW,GWC-OR-1009,321 ถ.นิตโย ต.ในเมือง อ.เมืองนครพนม นครพนม 48000,17.39619775,104.7814192,PTT
100.9662493,14.55370158,ปตท สระบุรี,"IOCharger IOCAW05C 7kW: Type 2
i-charging Blueberry PLUS: 2x CCS2
IOCharger IOCAW05C 7kW: Type 2",PTT Saraburi,100 kW,GWC-OR-2085,112 ม.2 ต.ตลิ่งชัน อ.เมืองสระบุรี สระบุรี 18000,14.55370158,100.9662493,PTT
100.533324,14.110117,ปตท วงแหวนตะวันตก (ขาเข้า),i-charging Blueberry PLUS: 2x CCS2,PTT Western Ring (Inbound),100 kW,GWC-OR-0149,58 ม.1 ต.บางกระบือ อ.สามโคก ปทุมธานี 12160,14.110117,100.533324,PTT
101.076465673614,12.7362072053774,ปตท บจ.บุญชัยปิโตรเลียม,i-charging Blueberry PLUS: 2x CCS2,PTT Boonchai Petroleum,100 kW,GWC-OR-0153,34/1 ม.6 สุขุมวิท บ้านฉาง บ้านฉาง ระยอง 21130,12.7362072053774,101.076465673614,PTT
101.039481,12.716586,ปตท ระยอง-บ้านฉาง กม.192 (ขาเข้า),"Tritium RTM75: CCS2, CHAdeMO (920V 200A)",PTT Rayong-Banchang km.192 (Inbound),75 kW,GWC-OR-0050,76/119 หมู่ 3 ต.พลา อ.บ้านฉาง จ.ระยอง 21130,12.716586,101.039481,PTT
100.4906831,13.8503351,ปตท กนิษฐาพาณิชย์,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station Kanittha Panich,60 kW,GWC-OR-0163,160/6 หมู่ที่ 2 ต.สวนใหญ่ อ.เมืองนนทบุรี จ.นนทบุรี 11000,13.8503351,100.4906831,PTT
100.61691,13.99835,ปตท ไวท์ พาวเวอร์,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station White Power,60 kW,GWC-OR-0173,23 ซ.พหลโยธิน 96 ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,13.99835,100.61691,PTT
100.440796,13.714264,ปตท ช.สามเศียร,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station Chor Sam Sien,60 kW,GWC-OR-0167,444/4 ถ.เพชรเกษม แขวงบางหว้า เขตภาษีเจริญกรุงเทพมหานคร 10160,13.714264,100.440796,PTT
100.4240023,13.7809997,ปตท สิริเจริญวัฒนา,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station Siri Charoen Wattana,60 kW,GWC-OR-0165,86 หมู่ที่ 8 แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170,13.7809997,100.4240023,PTT
100.40666,13.67138,ปตท ภาวดี กาญจนาภิเษก,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station Phawadee Kanchanaphisek,60 kW,GWC-OR-0169,40/28 หมู่ที่ 10 แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150,13.67138,100.40666,PTT
100.761791085341,13.8157066725787,ปตท เอ็น.จี.วี. กม.5,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station NGV Km.5,60 kW,GWC-OR-0175,77/1 หมู่ที่ 3 แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510,13.8157066725787,100.761791085341,PTT
100.72171,13.80223,ปตท เอเชียมีนบุรี,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station Asia Minburi,60 kW,GWC-OR-0177,78/2 ถนนรามคำแหง แขวงมีนบุรี เขตมีนบุรี  กรุงเทพมหานคร 10510,13.80223,100.72171,PTT
100.547996,13.803582,ปตท กำแพงเพชร 2,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station Kamphaengphet 2,60 kW,GWC-OR-0130,ซอยริมถนนกำแพงเพชร 2 แขวงจตุจักร เขตจตุจักร จังหวัด กรุงเทพมหานคร 10900,13.803582,100.547996,PTT
100.146229722089,14.4285274181906,ปตท หลักเมืองถาวร เอ็นจีวี,ChargeCore CCSx2: 2x CCS2 (1000V 200A),PTT NGV Station Lakmuang Thavorn NGV,60 kW,GWC-OR-0271,9 หมู่ที่ 11 ตำบลโคกคราม อำเภอบางปลาม้า จังหวัดสุพรรณบุรี 72150,14.4285274181906,100.146229722089,PTT
100.4499926,13.9032504,ปตท โปรเทคโนโลยี,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",PTT NGV Station Pro Technology,60 kW,GWC-OR-0171,55/65 หมู่ 1 ตำบลอ้อมเกร็ด อำเภอปากเกร็ด จังหวัดนนทบุรี 11120,13.9032504,100.4499926,PTT
100.626143,13.9337437,ปตท พหลโยธิน กม.25,"IES Keywatt60x: CCS2, CHAdeMO, Type 2 (500V 125A)",PTT Phahon Yothin km.25,50 kW,GWC-OR-0047,438 ถ.พหลโยธิน แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220,13.9337437,100.626143,PTT
100.3704522,13.7066582,ปตท หนองแขม,"IES Keywatt60x: CCS2, CHAdeMO, Type 2 (500V 125A)",PTT Nong Khaem,50 kW,GWC-OR-0045,7/5 ม.12 ถ.เพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160,13.7066582,100.3704522,PTT
100.898697,12.882359,ปตท แยกหาดจอมเทียน,"IES Keywatt60x: CCS2, CHAdeMO, Type 2 (500V 125A)",PTT Jomtien Beach Intersection,50 kW,GWC-OR-0044,93/16 ม.12 ต.หนองปรือ อ.บางละมุง ชลบุรี 20150,12.882359,100.898697,PTT
100.6579,13.7251,ปตท พัฒนาการ (ขาออก),"IES Keywatt60x: CCS2, CHAdeMO, Type 2 (500V 125A)",PTT Pattanakarn,50 kW,GWC-OR-0046,315/4 ถ.พัฒนาการ แขวงประเวศ เขตประเวศ กรุงเทพฯ 10250,13.7251,100.6579,PTT
